uid;type;language;title;size;country;newspaper;issue;pages;nb_pages;relevance;year;is_on_front;date;persons_mentioned;locations_mentioned;content;access_right;content_provider;is_content_available;collections;[total:1,available:100]
GDL-1892-05-23-a-i0055;;fr;;56;CH;GDL;GDL-1892-05-23-a;4;1;0.0;1892;False;1892-05-23T00:00:00Z;Eugène LU GON, propriétaire;Trient;"Fins-Hauts (district de St-Maprice, Valais) A LOUER W CHALET [2437] neuf, confortablement meublé, comprenant 10 chambres avec 13 lits, salle à manger et de bain, cuisine et cave, pouvant facilem loger deux ménages indépendants. Vue splendide sur le Glacier dû Trient et lachaîne du Mont-Blanc. S'adr. à M"" Eugène LU GON, propriétaire, Fins-Hauts. Poste et Télégraphe. ";OpenPrivate;SNL;y;local-YaqV7H-D-BTug5IcY;
